timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
892,-1.89,5.29,0.50,-0.07,0.05,-1.09
899,-3.53,7.03,0.44,-0.08,0.05,-1.09
906,-1.44,4.36,-1.06,-0.10,0.03,-1.10
913,-2.75,4.81,-0.10,-0.10,0.03,-1.09
921,-1.86,4.77,0.89,-0.11,0.04,-1.13
929,-0.04,3.46,-1.85,-0.07,0.05,-1.09
936,0.43,4.34,-1.88,-0.07,0.05,-1.08
944,0.02,4.12,-3.71,-0.05,0.06,-1.09
951,0.65,3.50,-2.89,-0.08,-0.00,-1.08
959,-2.50,4.26,0.11,-0.09,0.01,-1.09
966,-3.36,7.21,1.96,-0.09,0.01,-1.09
973,-3.44,6.32,0.51,-0.07,0.06,-1.09
980,-3.49,6.86,0.44,-0.09,0.05,-1.10
987,-1.57,4.34,-0.75,-0.10,0.03,-1.11
994,-0.85,4.31,-1.41,-0.11,0.01,-1.11
1002,0.64,2.90,-1.08,-0.11,-0.00,-1.09
1009,0.56,2.13,-1.67,-0.07,0.04,-1.10
1016,0.83,3.57,-1.81,-0.07,0.05,-1.08
1023,1.77,2.81,-3.69,-0.06,0.04,-1.08
1031,0.58,3.94,-2.87,-0.07,-0.01,-1.07
1038,0.91,2.94,-2.49,-0.07,-0.03,-1.08
1045,-1.02,5.09,-0.23,-0.07,-0.00,-1.06
1052,-1.30,4.91,0.11,-0.06,0.05,-1.09
1059,-3.23,6.42,0.38,-0.08,0.05,-1.09
1067,-1.47,3.81,-0.85,-0.10,0.03,-1.09
1074,-0.95,4.13,-1.20,-0.11,-0.00,-1.11
1082,0.67,2.82,-2.27,-0.10,-0.01,-1.10
1090,0.94,2.96,-1.20,-0.06,0.06,-1.08
1099,-0.68,2.82,-1.04,-0.06,0.06,-1.07
1106,-1.29,3.60,-0.92,-0.10,0.03,-1.08
1114,-1.13,4.06,-0.97,-0.11,-0.00,-1.10
1122,0.53,3.01,-0.51,-0.10,-0.01,-1.10
1129,0.57,2.33,-1.38,-0.07,0.05,-1.08
1138,1.42,1.22,-2.47,-0.04,0.09,-1.09
1146,-0.64,3.08,-0.93,-0.09,0.03,-1.10
1153,-1.53,3.94,-1.01,-0.08,0.03,-1.10
1160,-2.62,5.63,-0.01,-0.09,0.04,-1.12
1167,-1.76,3.60,-0.22,-0.09,0.07,-1.10
1175,-0.79,3.80,-0.51,-0.08,0.07,-1.10
1182,0.85,2.91,-2.20,-0.07,0.05,-1.11
1189,0.27,4.75,-2.83,-0.08,0.01,-1.09
1196,0.88,3.77,-2.91,-0.08,0.02,-1.11
1204,0.12,2.74,-2.65,-0.06,0.04,-1.07
1211,-1.32,4.93,-0.15,-0.06,0.06,-1.09
1218,-0.34,2.37,-1.09,-0.06,0.05,-1.07
1226,-0.91,3.56,-1.30,-0.09,0.03,-1.09
1234,-1.03,3.93,-1.32,-0.10,0.00,-1.11
1242,0.72,3.20,-0.88,-0.10,-0.01,-1.09
1249,0.13,3.08,-1.20,-0.07,0.06,-1.09
1257,-0.50,4.46,-2.46,-0.05,0.09,-1.08
1264,-0.64,5.06,-3.44,-0.05,0.06,-1.08
1271,-0.26,4.67,-2.12,-0.08,0.00,-1.08
1278,0.88,2.71,-2.37,-0.07,-0.03,-1.07
1285,-1.72,5.39,0.31,-0.08,-0.00,-1.08
1292,-1.57,4.91,0.20,-0.07,0.05,-1.08
1299,-0.17,2.03,-1.19,-0.06,0.05,-1.09
1306,-1.00,3.92,-1.04,-0.09,0.02,-1.10
1313,-1.81,4.18,-0.65,-0.09,0.02,-1.09
1320,-2.64,5.61,0.00,-0.10,0.04,-1.10
1327,-1.80,5.01,0.94,-0.09,0.06,-1.11
1334,-2.24,4.87,-0.34,-0.07,0.11,-1.11
1341,-2.92,7.05,-1.11,-0.09,0.10,-1.11
1348,-0.84,4.29,-2.95,-0.08,0.07,-1.10
1355,-0.61,3.97,-1.85,-0.10,0.00,-1.10
1362,0.92,3.29,-0.83,-0.10,-0.01,-1.09
1369,0.18,2.78,-1.67,-0.06,0.04,-1.09
1376,0.51,3.63,-1.50,-0.07,0.04,-1.08
1383,0.26,3.99,-3.39,-0.05,0.04,-1.07
1390,-0.06,4.21,-2.26,-0.07,-0.01,-1.09
1397,1.14,2.78,-2.43,-0.07,-0.01,-1.07
1405,-3.21,6.89,1.98,-0.09,-0.01,-1.10
1413,-2.98,5.43,-0.13,-0.07,0.08,-1.10
1420,-3.55,7.54,-0.61,-0.09,0.07,-1.10
1427,-1.13,4.72,-2.30,-0.09,0.04,-1.10
1434,-0.88,4.19,-1.65,-0.10,0.00,-1.11
1442,0.46,3.67,-0.42,-0.10,-0.02,-1.10
1449,0.02,3.43,-1.92,-0.06,0.05,-1.07
1456,-0.13,4.65,-2.37,-0.06,0.05,-1.09
1463,0.72,3.77,-3.61,-0.05,0.05,-1.09
